date,AEP,FL,MRO,DTE,IP,CNP,NAV,DOW,PEP,CL,UIS,GD,ASA,FDX,PCG,R,CNW,OXY,GLW,SO,ETR,HAL,NOC,AVP,HRS,CSC,IFF,SKY,MDT,EMR,DE,NBL,MAT,JCP,AVT,THC,GRA,LPX,TXI,CI,NVO,NSC,ALK,BDX,ADM,HES,BCR,PPG,GPC,SNE,HST,AFG,RDC,TY,NL,PKD,TSO,GIS,DNB,CP,COO,AFL,ADI,NWL,PNW,AXE,ADX,AIR,ARW,EGN,PNM,NU,BCE,GAS,BK,CB,AEM,BGG,BKH,BEN,BRE,BOH,BMS,D,LNC,NI,TXT,CR,CVS,KMB,GWW,RAD,HAS,CCK,CMS,ABX,HL,JCI,MWV,GAM,CPB,SHW,PH,IR,OKE,FMC,SWK,RRD,SNA,SPW,GCI,TKR,NC,ICB,LUB,PHM,MTS,JHI,MCI,CNA,NEU,UNS,XEL,PCH,BRC,GSK,GGG,TRV,STT,PGR,TSN,NYT,CQB,APC,AEG,CKP,BPL,ARG,ATW,MMT,BHI,GY,MGF,CCC,TEF,NUV,MBI,L,PVH,SCI,DLX,HMC,NKE,UIL,TMO,NFG,AIN,NCA,FLO,ITW,FDO,KEY,EQT,MDU,HOG,EFX,CTL,HE,HP,KSU,CNL,HRC,IRF,FUN,GAB,CBB,FOE,CTB,KF,MFM,DHR,CLF,GMT,KMT,EDE,FSS,ESL,UHT,HXL,DRE,CSL,AVA,HOT,SEE,PHG,ALE,PSA,STI,STR,WTR,TMK,TIF,OGE,TDW,SWX,OLN,TTC,TRN,RYL,PEO,MXF,NX,PBY,SPF,SJI,PNY,TJX,ECL,LNT,UVV,SWZ,HQH,SWN,CSH,JHS,SBR,NPK,UNT,TRP,SYK,OCR,LUK,SXI,RJF,MIN,GIM,AB,PIM,BID,URS,BKT,PNC,MAN,CHE,HAR,EMC,NPI,KMM,ACO,CY,PHI,BPT,PCL,AGN,NPP,KTF,MEN,DDS,MHF,TWN,TCB,CDI,IEX,EAT,HLS,TSS,HNR,PDT,HRL,MCR,LSI,NMA,EMF,HTR,PCP,JEC,MGM,SNV,SUP,NNP,TG,GF,LUX,CEE,UDR,JOF,UNH,NNN,NMO,NE,CHD,FLS,SON,CYN,RPM,ODP,MEI,UFI,BBT,OMC,CMA,ORI,FHN,CFR,PNR,TEX,POT,HNI,COG,MTZ,FST,IVC,CLC,UHS,MTW,TTI,CDE,LH,SWY,CIA,PNK,RTI,VLY,CRK,NQM,CUZ,MCS,DY,NQI,ESV,NQS,AZO,X,HAE,JNY,ANN,NVC,NQU,SFY,MTG,RGS,DV,PLL,KEX,TDS,NIO,NHI,MSF,HNT,NUC,HMN,NR,OI,MYD,BNA,NPF,SGL,SMG,M,NTE,ELY,ORB,PPR,MYN,JOE,TNH,HCN,ROG,PII,HGR,GLT,ENZ,WEN,AN,MYE,NXP,FBP,MHK,MW,RHI,RBC,MYI,HVT,HQL,NCS,BSX,KSS,ALU,NXQ,STE,PX,CHN,GCH,MMU,OHI,LTC,DCO,MTX,RDN,HCC,BKN,ELS,FNB,CHK,ETH,TM,RCL,ATR,JBL,AZN,TWI,SKT,PPS,CPT,AWF,EQR,MAR,BYD,ENI,OMG,LXP,PRE,REG,AEC,HHS,AF,NFX,BDC,SPG,EMN,TV,RMT,IFN,ALB,MAC,AKS,CBR,AEO,VRX,HIW,FR,APF,GEO,EOC,BTO,CLI,RS,HNP,PKX,O,KEP,BMO,MCK,COF,GHI,STM,TEO,SWC,TDF,IIF,TRK,AOI,ABC,APU,AGU,DRI,PT,SSS,SYX,DO,THG,DST,TLK,LXK,EL,SAM,SWM,ITT,MSM,HIG,BCO
522,0,1,0,0,0,0,2,0,2,3,2,2,3,4,0,3,2,0,2,0,0,0,5,0,0,3,2,6,2,3,7,0,2,0,2,2,3,2,8,2,0,2,2,0,2,0,0,2,2,2,0,9,0,2,0,0,0,2,2,2,2,10,2,2,3,0,2,11,0,2,0,0,0,2,0,3,0,2,3,0,3,2,2,0,3,3,12,0,3,13,14,15,0,0,0,3,0,3,2,0,0,3,2,2,3,15,2,3,3,16,2,0,2,2,3,0,0,3,2,0,0,3,0,2,2,3,2,0,0,0,2,2,3,0,2,2,0,17,0,0,0,2,3,0,0,3,2,3,3,2,2,2,0,0,2,2,3,2,3,3,2,0,3,0,3,2,0,0,0,18,3,2,3,2,0,2,2,2,2,0,2,19,2,2,2,2,0,3,0,2,0,2,3,15,20,0,2,0,2,2,2,3,0,0,0,3,3,0,21,0,2,2,0,0,3,3,0,0,0,22,3,2,0,15,2,0,2,0,2,2,0,2,2,2,15,0,23,2,3,3,3,0,2,2,2,3,0,0,2,3,3,0,2,0,2,2,2,0,3,0,2,2,2,24,3,0,3,2,0,3,2,2,2,3,3,2,2,0,25,2,2,2,2,0,3,2,2,2,0,0,2,0,3,2,0,2,2,0,2,2,3,3,3,3,3,2,2,2,0,26,2,2,2,2,0,27,0,28,29,3,30,31,3,0,2,3,0,0,3,0,0,2,0,2,32,33,34,2,0,0,2,35,36,0,0,2,0,0,3,37,3,0,0,3,38,3,39,15,3,3,0,39,40,2,3,3,0,2,0,0,2,2,41,0,3,0,42,0,2,0,0,0,2,2,3,2,2,2,43,2,2,3,3,0,44,3,2,15,2,0,3,2,2,0,0,2,2,2,45,3,0,3,0,2,2,2,0,0,3,0,2,2,3,46,32,2,0,3,47,2,2,2,0,2,2,0,2,48,0,0,2,2,0,2,49,2,2,0,2,2,2,16,3,3,2,0,0,0,2,3,50,2,2,2,0,2,0,2,3,0,2,2,3,2,2,51,0,0,2,52,53
523,0,1,0,0,0,0,2,0,2,3,2,2,3,4,0,5,2,0,2,0,0,0,6,0,0,3,2,7,2,3,8,0,2,0,2,2,3,2,9,2,0,2,2,0,2,0,0,2,2,2,0,10,0,2,0,0,0,2,2,2,2,11,2,2,0,0,2,12,0,2,0,0,0,2,0,3,0,2,3,0,3,2,2,0,3,3,13,0,3,14,15,16,0,0,0,3,0,3,2,0,0,2,2,2,3,16,2,3,3,17,2,0,2,2,3,0,0,3,2,0,0,0,0,2,2,3,2,0,0,16,2,2,3,0,2,2,0,18,0,0,0,2,3,0,0,3,2,3,19,2,2,2,0,0,2,2,3,2,3,3,2,0,3,0,3,2,0,0,0,20,3,2,21,2,2,2,2,2,2,0,2,22,2,2,2,2,0,3,0,2,0,2,3,16,23,0,3,0,2,2,2,3,0,0,0,3,3,0,24,0,2,2,0,2,3,3,0,0,0,3,3,2,0,16,2,0,0,0,2,2,0,2,2,2,16,0,25,2,3,3,3,0,2,2,2,3,0,0,2,26,3,0,2,0,2,2,2,0,2,0,2,2,2,3,3,0,3,2,0,3,2,2,2,3,3,2,2,0,27,2,16,2,2,0,3,2,2,2,0,0,2,0,28,2,0,2,2,0,2,2,3,3,3,3,3,2,2,2,0,29,2,2,2,2,0,30,0,31,23,3,32,33,3,0,2,19,0,0,3,0,0,2,0,2,3,34,35,2,0,0,2,0,36,0,0,2,0,2,3,37,3,0,0,3,38,3,39,0,3,3,0,0,40,2,3,3,0,2,0,2,2,2,41,0,3,0,42,0,2,0,0,0,2,2,3,2,2,16,43,2,2,3,3,0,44,2,2,16,2,0,3,2,2,0,0,2,2,2,45,3,0,3,0,2,2,2,0,0,3,0,2,2,3,2,28,2,0,3,46,2,2,2,0,2,2,0,2,0,0,47,2,2,0,2,48,2,2,0,2,2,2,42,3,3,2,0,2,0,2,3,49,3,2,2,0,2,0,2,3,0,2,2,3,2,2,50,0,0,2,51,52
524,0,1,0,0,0,0,2,0,2,3,2,2,3,3,0,4,2,0,2,0,0,0,0,0,0,3,2,5,2,3,6,0,2,0,2,2,3,2,7,2,0,2,2,0,2,0,0,2,2,2,0,8,0,2,0,0,0,2,2,2,2,9,2,2,0,0,2,0,3,2,0,0,0,2,0,3,0,2,3,0,3,2,2,0,3,3,10,0,3,11,12,13,0,0,0,3,0,3,2,0,0,3,2,2,3,13,2,3,3,14,2,0,2,2,3,0,0,3,2,0,0,0,0,2,2,3,2,0,0,13,2,2,3,0,2,2,0,15,0,0,0,2,3,0,0,3,2,3,2,2,2,2,0,0,2,2,2,2,3,3,2,0,3,0,3,2,0,0,0,16,3,2,17,2,2,2,2,2,2,0,2,18,2,2,2,2,0,3,0,2,0,3,3,13,19,0,3,0,2,2,2,3,0,0,0,3,3,0,20,0,2,2,0,2,3,3,0,0,0,21,3,2,0,13,2,0,0,0,2,2,22,2,2,2,13,13,23,2,3,2,3,0,2,2,2,3,0,0,2,24,3,0,2,0,2,2,2,0,2,0,2,2,2,3,2,0,3,2,0,3,2,2,2,0,4,2,2,0,0,2,2,2,2,0,2,2,2,2,0,0,2,0,2,2,0,2,2,0,2,2,3,3,3,3,2,2,2,2,0,25,2,2,2,2,0,0,0,1,26,3,27,28,3,0,2,21,0,0,3,0,0,2,0,2,3,29,30,2,0,0,2,0,31,0,0,2,0,2,3,32,3,0,0,3,33,3,34,0,2,3,0,35,36,2,3,3,0,2,0,2,2,2,37,0,3,0,38,0,2,0,0,0,2,2,3,2,2,13,39,2,2,3,3,0,40,2,2,13,2,0,3,2,2,0,0,2,2,2,3,3,0,3,0,2,2,2,0,0,3,0,2,2,3,2,26,2,0,3,41,2,2,2,0,2,2,0,2,0,0,42,2,2,0,2,43,2,2,0,2,2,2,38,3,3,2,27,2,0,2,3,44,3,2,2,0,2,0,2,3,0,2,2,3,2,2,45,0,0,2,46,31
525,0,1,0,0,0,0,2,2,2,3,3,3,0,4,0,5,3,0,2,0,0,0,0,0,2,3,3,6,3,3,7,0,2,0,2,3,8,3,9,3,0,2,3,0,3,0,0,2,3,3,0,10,0,2,0,0,0,2,2,2,2,11,3,2,0,0,2,0,0,2,2,0,0,3,0,0,0,3,0,12,3,3,2,0,3,3,13,2,0,3,14,2,0,2,0,0,0,3,2,0,0,3,3,3,3,2,3,3,3,15,2,0,2,2,3,0,0,3,3,0,0,0,0,2,3,0,2,0,0,2,3,2,3,0,2,2,0,16,0,0,0,3,17,18,0,0,2,17,3,2,3,3,0,0,2,3,3,3,3,3,3,0,3,0,17,2,0,0,0,19,0,2,20,2,2,3,3,3,3,0,3,21,2,3,3,3,0,0,0,3,2,3,3,2,22,0,3,0,3,2,3,3,0,0,0,17,3,2,23,2,3,2,0,2,0,3,0,0,0,3,0,3,2,2,2,0,2,0,3,3,24,3,2,3,2,2,25,3,3,3,0,2,3,3,2,0,0,2,2,26,3,0,2,2,3,3,3,0,3,0,3,3,2,27,3,0,3,3,0,0,2,3,3,0,3,2,3,0,18,3,2,2,3,2,3,3,3,3,2,0,3,2,28,3,0,3,3,0,3,2,3,3,3,3,3,3,3,2,0,29,2,2,3,3,2,30,0,31,32,3,33,34,3,2,3,3,0,0,3,0,0,3,35,3,3,36,37,3,0,0,3,0,0,0,0,3,0,2,3,38,17,0,0,27,39,3,40,2,3,3,0,12,41,2,3,3,0,2,0,2,3,3,42,0,0,0,41,0,2,0,0,0,3,2,3,3,3,2,43,3,3,3,17,0,0,3,2,2,3,0,0,3,2,0,0,3,3,3,4,3,2,3,0,3,3,3,0,0,17,0,3,3,8,2,3,3,0,5,44,2,2,2,2,3,3,2,2,35,0,45,3,3,0,3,46,3,3,0,3,2,3,30,3,3,3,47,2,0,3,0,48,3,3,3,0,2,0,3,0,0,3,2,0,2,3,49,0,0,2,50,0
526,0,1,0,0,0,0,2,0,2,3,3,2,3,4,0,5,2,0,2,0,0,0,0,0,0,3,3,6,2,3,7,0,2,0,2,2,3,2,8,3,0,2,3,0,2,0,0,2,2,3,0,9,0,2,0,0,0,2,2,2,2,10,2,2,0,0,2,0,0,2,0,0,0,3,0,11,0,3,3,0,3,2,2,0,3,3,12,0,3,13,14,2,0,0,0,3,0,3,2,0,0,3,3,2,3,2,2,3,3,15,2,0,2,2,3,0,0,3,2,0,0,0,0,2,2,3,2,0,0,2,2,2,3,0,2,2,0,16,0,0,0,2,3,17,0,3,2,3,18,2,2,2,0,0,2,2,3,3,3,3,2,0,3,0,3,2,0,0,0,19,0,2,20,2,2,2,2,2,3,0,2,21,2,2,2,2,0,3,0,2,0,3,3,2,2,0,3,0,2,2,3,3,0,0,0,3,3,22,23,0,2,2,0,2,3,3,0,0,0,3,3,2,0,2,2,0,2,0,2,2,24,2,2,3,2,22,25,2,3,3,3,0,2,2,2,0,0,2,2,26,3,0,2,0,3,3,2,0,3,0,2,2,2,3,3,0,3,2,0,3,2,2,3,0,3,2,2,0,27,3,2,2,2,0,3,2,2,2,0,0,3,0,28,2,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,29,2,2,2,2,0,22,0,30,31,3,32,33,3,0,3,34,0,0,3,0,0,2,17,2,3,35,36,2,0,0,2,0,0,0,0,3,0,2,3,37,3,0,0,38,39,3,40,0,3,3,0,33,41,2,3,3,0,2,0,2,2,2,42,0,3,0,0,0,2,0,0,0,3,2,3,2,2,2,43,2,2,3,3,0,0,3,2,23,2,0,3,2,2,0,0,2,2,2,44,3,0,3,0,2,2,2,0,0,3,0,2,2,3,2,3,3,0,45,46,2,2,2,0,2,2,0,2,0,0,47,2,2,0,2,48,2,2,0,2,2,2,10,3,3,2,49,2,0,2,3,50,3,3,2,0,2,0,2,0,0,3,2,3,2,2,16,0,0,2,51,0
527,0,1,0,0,0,0,2,0,2,3,2,2,3,4,0,5,2,0,2,0,0,0,0,0,6,3,2,7,2,3,8,0,2,0,2,2,3,2,9,2,0,2,2,0,2,0,0,2,2,2,0,10,0,2,0,0,0,2,2,2,2,11,2,2,0,0,2,0,0,2,0,0,0,2,0,0,0,2,3,0,3,2,2,0,3,3,12,0,3,13,14,2,0,0,0,3,0,2,2,0,0,3,2,2,3,6,2,3,3,15,2,0,2,2,3,0,0,3,2,0,0,0,0,2,2,3,2,0,0,2,2,2,3,0,2,2,0,16,0,0,0,2,3,17,0,3,2,3,18,2,2,2,0,0,2,2,3,2,3,3,2,0,3,0,3,2,0,0,0,19,0,2,20,2,2,2,2,2,2,0,2,21,2,2,2,2,0,3,0,2,0,2,3,6,22,0,3,0,2,2,3,3,0,0,0,3,3,6,23,0,2,2,0,2,3,3,0,0,0,3,3,2,0,2,2,0,2,0,2,2,21,2,2,2,2,6,24,2,3,2,3,0,2,2,2,0,0,2,2,25,3,0,2,0,2,2,2,0,2,0,2,2,2,3,2,0,3,2,0,3,2,2,2,0,3,2,2,0,26,2,6,2,2,0,3,2,2,2,0,0,2,0,2,2,0,2,2,0,2,2,3,3,3,3,3,2,2,2,0,27,2,2,2,2,0,28,0,29,22,3,30,31,3,0,2,32,0,0,3,0,0,2,17,2,3,33,34,2,0,0,2,0,4,0,0,2,0,2,3,35,3,0,0,36,37,3,38,0,2,3,0,28,39,2,3,3,0,2,0,2,2,2,40,0,3,0,0,0,2,0,0,0,2,2,3,2,2,6,41,2,2,3,3,0,0,2,2,6,2,0,3,2,2,0,0,2,2,2,42,3,0,3,0,2,2,2,0,0,3,0,2,2,3,2,3,2,0,43,44,2,2,2,0,2,2,0,2,0,0,45,2,2,0,2,46,2,2,0,2,2,2,31,3,3,2,16,2,0,2,0,47,3,2,2,0,2,0,2,0,0,2,2,3,2,2,0,0,0,2,48,0
528,0,1,0,0,0,0,2,0,2,3,3,2,3,4,0,5,2,0,2,0,0,0,0,0,6,3,3,7,2,3,8,0,2,0,2,2,3,2,9,3,0,2,3,0,2,0,0,2,2,3,0,10,0,2,0,0,0,2,2,2,2,11,2,2,0,0,2,0,0,2,0,0,0,3,0,3,0,3,3,0,3,2,2,0,3,3,12,0,3,3,13,2,0,2,0,3,0,3,2,0,0,3,3,2,3,2,2,3,3,14,2,0,2,2,3,0,0,3,2,0,0,0,0,2,2,3,2,0,0,2,2,2,3,0,2,2,0,15,0,0,0,2,16,17,0,3,2,3,18,2,2,2,0,0,2,2,3,3,3,3,2,0,3,0,3,2,0,0,0,19,0,2,20,2,2,2,2,2,3,0,2,0,2,2,2,2,0,0,0,2,0,3,3,6,21,0,3,0,2,2,3,3,0,0,0,3,3,6,22,0,2,2,0,2,3,3,0,0,0,3,3,2,0,2,2,0,0,0,2,2,23,2,2,3,2,6,2,2,3,3,3,0,2,2,2,0,0,6,2,24,3,0,2,0,3,3,2,0,3,0,2,2,2,3,3,0,3,2,0,3,2,2,3,3,3,2,2,0,25,3,2,2,2,0,3,2,3,2,0,0,3,0,26,2,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,27,2,2,2,2,0,28,0,29,30,3,31,32,3,0,3,3,0,0,3,0,0,2,33,2,3,34,35,2,0,0,3,0,3,0,0,3,0,2,3,36,16,0,0,37,38,3,39,0,3,3,0,40,41,2,3,3,0,2,0,2,2,2,42,0,3,0,6,0,2,0,0,0,3,2,3,2,2,2,43,2,2,3,3,0,33,3,2,2,2,0,3,2,2,0,0,2,2,2,44,3,0,3,0,2,2,2,0,0,3,0,2,2,45,2,3,3,0,46,47,2,2,2,0,2,2,0,2,0,0,48,2,2,0,2,49,2,2,0,2,2,2,50,3,3,2,4,2,0,2,0,51,3,3,2,0,2,0,2,0,0,3,2,3,2,2,52,0,0,2,53,0
529,0,1,0,0,0,0,2,2,2,3,4,4,0,0,0,5,4,2,2,0,0,0,0,0,2,4,4,6,4,4,7,0,2,0,2,4,4,4,8,4,0,2,4,2,4,0,0,2,4,4,0,9,0,2,0,0,0,2,2,2,2,10,4,2,0,0,2,0,0,2,2,0,0,4,0,0,0,4,0,0,4,4,2,0,4,4,11,2,4,4,12,2,0,2,0,4,0,4,2,0,0,4,4,4,0,2,2,4,4,13,2,0,2,2,4,0,0,4,2,0,0,0,0,2,4,0,2,0,0,2,4,2,4,0,2,2,0,14,0,0,0,4,0,15,0,4,2,0,4,2,4,4,0,0,2,4,4,4,4,4,4,0,4,0,0,2,0,0,0,16,0,2,17,2,2,2,2,4,4,0,4,18,2,2,2,4,0,0,0,2,2,4,4,2,19,0,4,0,4,2,4,4,0,0,0,3,4,2,20,2,2,4,0,2,3,4,0,0,0,21,0,4,2,2,2,0,2,0,2,2,22,4,2,4,2,2,2,2,4,4,4,2,4,2,2,0,0,2,2,23,4,0,2,2,4,4,2,0,4,0,4,4,2,4,4,0,4,4,0,0,2,4,4,0,4,2,4,0,24,4,2,2,4,2,4,4,4,4,0,0,4,2,25,4,0,4,4,0,4,2,4,4,4,4,4,4,2,2,0,26,2,2,4,4,2,27,0,28,29,4,30,31,4,2,4,4,0,0,4,0,0,4,32,4,4,33,34,4,0,0,4,0,35,0,0,4,0,2,4,36,37,0,0,38,2,4,39,2,4,4,0,2,40,2,4,4,0,2,0,2,4,4,41,0,0,0,2,2,2,0,0,0,4,2,4,4,4,2,42,4,2,4,0,0,27,4,2,2,4,0,4,4,2,0,0,4,4,4,43,4,0,4,0,4,4,4,0,0,3,0,2,2,44,4,4,4,0,45,4,2,2,2,2,4,4,0,2,46,0,47,4,4,0,4,48,4,4,0,4,2,4,49,4,4,4,18,2,0,4,0,50,4,4,4,0,2,0,2,0,0,4,2,0,2,4,51,0,0,2,0,0
530,0,1,0,2,0,0,3,2,3,4,3,3,0,0,0,5,3,2,2,0,0,0,0,0,2,3,3,6,3,3,7,0,2,0,2,3,8,3,9,3,0,2,3,2,3,0,0,2,3,3,0,10,0,2,0,0,0,2,3,2,2,11,3,2,0,0,2,0,0,2,2,0,0,3,0,0,0,3,0,0,3,3,2,0,3,3,12,2,0,3,13,2,0,2,0,0,0,3,2,0,0,3,3,3,0,2,2,3,0,14,2,2,2,2,3,0,0,3,2,0,0,0,2,3,3,0,2,0,0,2,3,2,3,0,2,3,0,15,0,0,0,3,0,16,0,3,2,0,3,2,3,3,0,0,3,3,3,3,3,4,3,0,3,0,4,2,0,0,0,17,0,2,18,3,2,3,3,3,3,0,3,19,2,3,3,3,0,0,0,3,2,3,3,2,3,0,3,0,3,2,3,3,0,0,0,4,3,2,20,2,3,3,0,2,0,0,0,0,0,21,0,3,2,2,2,0,2,2,3,3,22,3,2,3,2,2,3,3,3,3,3,2,3,3,2,0,0,2,2,23,3,2,2,2,3,3,3,0,3,0,3,3,2,3,3,0,3,3,0,0,2,3,3,0,3,2,3,0,0,3,2,2,3,2,3,3,3,3,0,0,3,2,24,3,0,3,3,0,3,2,0,3,0,3,3,3,3,2,0,25,2,2,3,3,2,2,0,26,2,3,27,28,3,2,3,29,0,0,3,0,0,3,30,3,29,31,3,3,0,0,3,0,4,0,0,3,0,2,3,32,33,0,0,19,2,3,34,2,3,3,0,2,35,3,3,0,0,2,0,2,3,3,36,2,0,0,37,2,3,0,0,0,3,2,3,3,3,2,38,3,3,3,0,0,39,3,3,2,3,0,0,3,2,0,2,3,3,3,40,3,2,3,0,3,3,3,0,2,0,0,3,3,33,3,3,3,0,10,3,2,3,2,2,3,3,2,2,23,0,41,3,3,0,3,42,3,3,0,3,2,3,43,3,3,3,0,2,0,3,0,44,3,3,3,0,3,0,3,0,0,3,2,0,2,3,39,0,0,3,45,0
531,0,1,0,2,0,0,3,2,3,4,3,3,0,0,0,5,4,0,3,0,0,0,0,0,2,4,3,6,3,4,7,0,3,0,2,3,8,3,9,3,0,3,3,0,3,0,0,2,3,3,0,10,0,2,0,0,0,2,3,2,3,11,3,3,0,0,3,0,3,3,2,0,0,3,0,0,0,3,0,0,0,3,2,0,3,3,12,0,0,3,13,3,0,2,0,0,0,3,2,0,0,3,3,3,0,2,2,4,4,14,3,0,2,3,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,2,3,2,4,0,2,2,0,15,0,0,0,3,0,16,0,4,2,0,4,3,3,3,0,0,3,3,3,3,4,4,3,0,3,0,0,2,0,0,0,17,0,3,18,3,2,3,3,3,3,0,3,19,2,3,3,3,0,0,0,3,2,3,4,20,3,0,3,0,3,2,3,4,0,0,0,4,4,2,21,2,3,3,0,2,0,4,0,0,0,22,0,3,2,2,3,0,2,0,3,3,23,3,2,3,3,2,3,3,3,3,4,2,3,3,2,0,0,2,2,0,4,0,2,2,3,3,3,0,3,0,3,3,3,3,3,0,0,3,0,0,2,3,3,0,3,2,3,0,0,3,2,2,3,2,3,3,3,3,0,0,3,2,20,3,0,3,3,0,3,3,4,4,0,4,3,3,3,3,0,24,3,3,3,3,2,2,0,25,14,3,26,27,4,2,3,28,0,0,3,0,0,3,29,3,4,30,4,3,0,0,3,0,0,0,0,3,0,2,3,31,32,0,0,33,2,3,34,2,3,4,0,2,35,3,3,0,0,3,0,3,3,3,36,0,0,0,2,2,3,0,0,0,3,3,3,3,3,2,37,3,3,4,0,0,38,3,3,2,3,0,0,3,3,0,2,3,3,3,39,3,2,4,0,3,3,3,0,0,4,0,3,3,40,3,3,3,0,41,3,2,3,2,2,3,3,2,3,42,0,43,3,3,0,3,44,3,3,4,3,3,3,45,3,3,3,46,2,0,3,0,47,3,3,3,0,3,0,3,0,0,3,3,0,2,3,2,0,0,3,38,0
532,0,1,0,2,0,0,2,2,2,3,4,4,0,0,0,5,4,0,2,0,0,0,0,0,2,4,4,6,4,4,7,0,2,8,2,4,9,4,10,4,0,2,4,2,4,0,11,2,4,4,0,4,0,2,0,0,0,2,4,2,2,12,4,2,0,0,2,0,4,2,2,0,0,4,0,0,0,4,0,0,4,4,2,0,4,4,13,0,0,4,14,2,0,2,0,4,0,4,2,0,0,4,4,4,0,2,2,4,0,15,2,16,2,2,4,0,0,4,2,0,0,0,0,2,4,0,2,0,0,2,4,2,4,0,2,2,17,18,0,0,0,4,0,19,0,4,2,0,4,2,4,4,0,0,4,4,4,4,4,4,4,0,4,0,0,2,0,0,0,20,0,2,21,4,2,2,4,4,4,0,4,22,2,4,2,4,0,0,0,4,2,4,4,23,24,0,4,0,2,2,4,4,0,0,0,25,4,2,26,2,4,4,0,2,0,4,0,0,0,27,0,4,2,2,2,0,2,0,2,2,28,4,2,4,2,2,2,2,4,4,4,2,4,4,2,0,0,2,2,0,4,0,2,2,4,4,2,0,4,0,4,4,2,4,4,0,0,4,0,0,2,4,4,0,4,2,4,0,0,4,2,2,4,2,4,4,4,4,0,0,4,2,29,4,0,4,4,0,4,2,4,4,4,4,4,4,4,4,0,30,2,2,4,4,2,31,0,32,24,4,33,0,4,2,4,34,0,0,4,0,0,2,35,4,36,37,4,4,0,0,4,38,3,0,0,4,0,2,4,39,40,0,0,41,2,4,42,2,4,4,0,2,43,4,4,0,0,2,0,2,4,4,0,0,0,0,2,2,4,0,0,0,4,2,4,4,4,2,44,4,4,4,0,0,45,4,4,2,4,0,0,4,2,0,0,4,4,4,46,4,0,4,0,4,4,4,0,0,47,0,4,4,48,4,4,4,0,49,4,2,2,2,2,4,4,0,2,50,0,51,4,4,0,4,52,4,4,3,4,2,4,53,4,4,4,54,2,0,4,0,0,4,4,4,0,2,0,4,0,0,4,2,0,2,4,0,0,0,2,0,0
533,0,1,2,0,2,0,2,0,3,4,0,3,4,2,0,5,4,2,3,0,0,2,0,2,6,4,0,2,3,4,7,2,2,2,3,3,8,3,0,0,0,3,5,2,3,2,0,3,3,3,2,4,2,3,0,2,2,2,3,2,3,9,3,3,0,0,3,0,0,3,0,2,2,3,0,0,2,3,4,2,0,3,3,0,4,0,1,2,2,0,0,3,4,3,0,4,2,3,2,2,0,0,3,3,0,2,0,4,4,5,3,6,3,3,0,2,0,3,0,2,2,0,0,3,3,4,3,2,0,0,3,3,0,2,3,3,0,0,2,2,2,3,2,5,2,5,5,0,4,3,3,3,2,0,3,0,3,3,4,0,3,0,0,0,0,3,2,0,2,5,0,3,5,3,3,3,3,3,3,0,3,0,3,3,3,3,0,0,0,0,0,0,4,10,8,0,3,2,0,2,3,0,0,2,2,4,4,2,0,2,3,3,2,2,0,0,0,0,0,11,4,0,2,2,3,2,3,2,3,3,0,3,3,3,0,3,0,3,3,3,0,2,3,3,3,0,2,0,2,0,4,2,2,2,3,3,3,2,0,0,3,3,3,5,3,2,4,3,2,4,2,3,3,2,3,3,3,2,0,3,2,3,3,2,3,3,0,3,2,2,3,2,2,3,0,0,0,2,3,3,0,0,4,0,3,3,3,3,2,0,2,3,3,3,3,0,2,12,3,3,13,6,0,2,3,5,2,0,3,2,2,3,0,3,5,0,5,3,2,0,3,2,4,2,2,3,0,3,0,0,5,2,0,0,2,3,10,2,3,0,2,2,0,3,0,4,0,3,2,0,3,3,4,0,0,2,0,2,3,2,4,2,3,3,4,0,3,6,5,3,3,4,2,2,0,3,3,2,3,0,2,3,3,2,0,3,3,3,11,3,2,4,2,3,3,3,2,2,0,2,3,3,4,8,3,3,2,0,0,3,3,3,2,3,0,2,3,0,2,12,3,3,0,3,0,3,3,0,3,3,3,0,3,3,3,0,3,0,3,0,2,3,3,3,0,8,2,3,0,2,3,3,2,2,3,2,2,0,3,0,0
