date,AEP,FL,MRO,DTE,IP,CNP,NAV,DOW,PEP,CL,UIS,GD,ASA,FDX,PCG,R,CNW,OXY,GLW,SO,ETR,HAL,NOC,AVP,HRS,CSC,IFF,SKY,MDT,EMR,DE,NBL,MAT,JCP,AVT,THC,GRA,LPX,TXI,CI,NVO,NSC,ALK,BDX,ADM,HES,BCR,PPG,GPC,SNE,HST,AFG,RDC,TY,NL,PKD,TSO,GIS,DNB,CP,COO,AFL,ADI,NWL,PNW,AXE,ADX,AIR,ARW,EGN,PNM,NU,BCE,GAS,BK,CB,AEM,BGG,BKH,BEN,BRE,BOH,BMS,D,LNC,NI,TXT,CR,CVS,KMB,GWW,RAD,HAS,CCK,CMS,ABX,HL,JCI,MWV,GAM,CPB,SHW,PH,IR,OKE,FMC,SWK,RRD,SNA,SPW,GCI,TKR,NC,ICB,LUB,PHM,MTS,JHI,MCI,CNA,NEU,UNS,XEL,PCH,BRC,GSK,GGG,TRV,STT,PGR,TSN,NYT,CQB,APC,AEG,CKP,BPL,ARG,ATW,MMT,BHI,GY,MGF,CCC,TEF,NUV,MBI,L,PVH,SCI,DLX,HMC,NKE,UIL,TMO,NFG,AIN,NCA,FLO,ITW,FDO,KEY,EQT,MDU,HOG,EFX,CTL,HE,HP,KSU,CNL,HRC,IRF,FUN,GAB,CBB,FOE,CTB,KF,MFM,DHR,CLF,GMT,KMT,EDE,FSS,ESL,UHT,HXL,DRE,CSL,AVA,HOT,SEE,PHG,ALE,PSA,STI,STR,WTR,TMK,TIF,OGE,TDW,SWX,OLN,TTC,TRN,RYL,PEO,MXF,NX,PBY,SPF,SJI,PNY,TJX,ECL,LNT,UVV,SWZ,HQH,SWN,CSH,JHS,SBR,NPK,UNT,TRP,SYK,OCR,LUK,SXI,RJF,MIN,GIM,AB,PIM,BID,URS,BKT,PNC,MAN,CHE,HAR,EMC,NPI,KMM,ACO,CY,PHI,BPT,PCL,AGN,NPP,KTF,MEN,DDS,MHF,TWN,TCB,CDI,IEX,EAT,HLS,TSS,HNR,PDT,HRL,MCR,LSI,NMA,EMF,HTR,PCP,JEC,MGM,SNV,SUP,NNP,TG,GF,LUX,CEE,UDR,JOF,UNH,NNN,NMO,NE,CHD,FLS,SON,CYN,RPM,ODP,MEI,UFI,BBT,OMC,CMA,ORI,FHN,CFR,PNR,TEX,POT,HNI,COG,MTZ,FST,IVC,CLC,UHS,MTW,TTI,CDE,LH,SWY,CIA,PNK,RTI,VLY,CRK,NQM,CUZ,MCS,DY,NQI,ESV,NQS,AZO,X,HAE,JNY,ANN,NVC,NQU,SFY,MTG,RGS,DV,PLL,KEX,TDS,NIO,NHI,MSF,HNT,NUC,HMN,NR,OI,MYD,BNA,NPF,SGL,SMG,M,NTE,ELY,ORB,PPR,MYN,JOE,TNH,HCN,ROG,PII,HGR,GLT,ENZ,WEN,AN,MYE,NXP,FBP,MHK,MW,RHI,RBC,MYI,HVT,HQL,NCS,BSX,KSS,ALU,NXQ,STE,PX,CHN,GCH,MMU,OHI,LTC,DCO,MTX,RDN,HCC,BKN,ELS,FNB,CHK,ETH,TM,RCL,ATR,JBL,AZN,TWI,SKT,PPS,CPT,AWF,EQR,MAR,BYD,ENI,OMG,LXP,PRE,REG,AEC,HHS,AF,NFX,BDC,SPG,EMN,TV,RMT,IFN,ALB,MAC,AKS,CBR,AEO,VRX,HIW,FR,APF,GEO,EOC,BTO,CLI,RS,HNP,PKX,O,KEP,BMO,MCK,COF,GHI,STM,TEO,SWC,TDF,IIF,TRK,AOI,ABC,APU,AGU,DRI,PT,SSS,SYX,DO,THG,DST,TLK,LXK,EL,SAM,SWM,ITT,MSM,HIG,BCO
510,0,1,0,0,0,0,2,3,2,0,2,2,0,4,0,5,2,3,3,0,0,0,6,0,3,0,2,7,2,0,8,0,3,0,3,2,9,2,10,2,0,2,0,3,2,0,11,3,2,2,0,0,0,3,0,0,0,3,2,3,2,12,2,3,0,0,3,0,0,3,3,13,0,2,0,0,0,2,0,0,2,2,3,0,2,2,14,3,0,15,3,3,0,3,0,0,0,2,2,0,0,2,2,2,0,3,3,0,2,3,2,0,3,2,2,0,0,2,2,0,0,0,0,2,2,0,3,0,0,0,2,3,2,0,3,3,16,17,0,3,0,2,2,0,3,0,2,9,18,2,2,2,0,0,3,2,2,2,2,0,2,0,2,0,19,3,20,0,0,21,0,3,22,2,3,2,2,2,2,0,2,23,3,2,2,2,0,0,0,2,3,2,2,2,2,0,2,0,2,3,3,0,0,0,0,0,2,3,9,3,2,3,3,3,0,2,0,0,0,2,0,2,3,0,2,0,2,3,2,2,0,2,3,2,3,0,3,2,2,2,0,3,2,2,3,0,0,3,3,0,2,0,3,3,2,2,2,0,2,0,2,2,2,24,2,0,2,2,0,0,2,3,2,0,9,3,3,0,17,2,2,3,2,3,2,2,2,2,21,0,2,3,25,2,0,2,2,0,2,3,0,0,0,2,2,2,2,2,0,9,3,3,2,2,3,0,0,26,2,2,0,27,9,3,2,2,0,0,2,0,0,2,28,2,9,0,29,2,0,0,2,30,31,0,0,2,0,3,2,32,0,0,33,34,35,2,36,0,2,0,37,38,39,2,26,0,0,3,0,3,3,2,0,3,0,0,40,3,3,0,0,0,2,2,0,2,2,2,0,2,2,2,37,0,0,2,2,2,2,10,0,2,3,0,0,2,2,2,2,2,0,2,0,2,2,2,20,0,2,0,2,3,41,3,0,2,0,0,42,3,3,3,3,2,2,3,3,0,0,43,2,2,3,2,44,2,2,45,2,2,2,46,2,0,2,47,3,0,2,0,48,2,2,2,0,2,0,2,0,0,2,3,0,3,2,49,0,0,3,50,51
511,0,1,0,0,0,0,2,0,2,3,3,2,3,4,0,5,2,2,2,0,0,0,6,0,2,3,3,7,2,3,8,0,2,0,2,2,3,2,9,3,0,2,0,2,2,0,10,2,2,3,0,0,0,2,0,0,0,2,2,2,2,11,3,2,0,0,2,0,0,2,0,12,0,3,0,0,0,3,3,0,3,3,2,0,3,3,13,2,3,14,15,2,0,0,0,3,0,3,2,0,0,3,3,2,3,2,2,3,3,16,2,0,2,2,3,0,0,3,3,0,0,0,0,2,3,3,2,0,0,0,2,2,3,0,2,2,17,18,0,15,0,2,3,0,0,3,3,3,19,2,2,3,0,0,2,3,3,3,3,3,3,0,3,0,20,0,0,0,0,0,0,2,21,2,2,3,2,3,3,0,2,22,2,2,2,2,0,3,0,3,0,3,2,2,23,0,3,0,3,2,2,3,0,0,0,0,3,0,3,2,2,0,0,2,3,3,0,0,0,3,3,2,2,0,2,0,2,0,3,2,0,3,2,3,2,0,2,3,3,3,3,0,2,2,2,3,0,0,2,3,3,0,2,0,3,3,2,0,3,0,3,2,2,24,3,0,3,3,0,0,2,2,3,3,3,2,2,0,0,3,2,2,2,2,3,2,3,3,25,0,3,0,26,3,0,3,3,2,3,2,3,3,3,3,3,2,2,2,0,3,2,2,3,3,2,0,0,27,2,3,0,28,3,2,3,3,0,0,3,0,0,3,29,3,3,0,30,3,0,0,3,31,32,0,0,3,0,2,3,33,0,0,34,35,36,3,37,0,3,3,3,38,39,2,40,3,0,2,0,2,2,3,0,0,0,0,41,0,2,0,0,0,3,2,3,3,3,2,9,2,3,3,3,0,9,3,2,3,2,40,3,3,2,0,0,2,2,3,3,3,0,3,0,3,3,2,0,0,3,0,2,2,42,2,3,3,0,0,43,2,2,2,0,3,2,0,2,0,0,44,3,2,0,2,45,2,2,46,2,2,2,47,3,3,3,48,2,0,3,3,49,3,2,3,0,2,0,3,3,0,3,2,3,2,2,50,0,0,2,50,27
512,0,1,0,0,0,0,2,0,2,3,3,2,3,4,0,5,2,2,2,0,0,0,6,0,2,3,3,7,3,3,8,0,2,0,2,2,3,2,9,3,0,2,0,0,2,0,10,2,2,3,0,0,0,2,0,0,0,2,2,2,2,11,3,2,0,0,2,0,0,2,0,12,0,3,0,0,0,3,3,0,3,3,2,0,3,3,13,2,3,14,15,2,0,0,0,3,0,3,2,0,0,3,3,2,3,2,2,3,3,16,2,0,2,2,3,0,0,3,3,0,0,0,0,2,3,3,2,0,0,0,2,2,3,0,2,2,0,4,0,15,0,2,3,0,0,3,3,3,17,2,2,2,0,0,2,3,3,3,3,3,3,0,3,0,0,2,0,0,0,18,0,2,19,2,2,3,2,3,3,0,2,20,2,2,2,2,0,3,0,3,0,3,3,3,21,0,3,0,3,2,2,3,0,0,0,0,3,2,3,2,2,0,0,2,3,3,0,0,0,3,3,2,2,0,2,0,2,0,3,2,0,2,2,3,2,0,2,2,3,3,3,0,2,2,2,3,0,0,2,3,3,0,2,0,3,3,2,0,3,0,3,2,2,22,3,0,3,3,0,0,2,2,3,3,3,2,2,0,0,3,2,2,2,2,3,2,3,3,23,0,3,2,24,3,0,3,3,0,2,2,3,3,3,3,3,2,2,2,0,3,2,2,3,3,2,0,0,25,2,3,0,26,3,2,3,3,0,0,3,0,0,3,27,3,3,0,28,3,0,0,3,29,30,0,0,3,0,2,3,31,3,0,32,33,34,3,35,0,2,3,3,36,37,2,38,3,0,2,0,2,2,3,0,0,0,0,39,0,2,0,0,0,3,2,3,3,2,2,9,2,2,3,40,0,0,3,2,3,2,32,3,3,2,0,0,2,2,3,3,3,0,3,0,3,3,2,0,0,3,0,2,2,41,2,3,3,0,0,42,2,2,2,0,3,2,0,2,0,0,43,2,2,0,2,44,2,2,45,2,2,2,16,3,3,3,46,2,0,2,3,47,3,2,3,0,3,0,3,3,0,3,2,3,2,2,48,0,0,2,49,50
513,0,1,0,0,0,0,2,3,2,0,2,2,0,4,0,5,2,3,3,0,0,0,6,0,3,0,2,7,2,0,8,0,3,0,3,2,9,2,0,2,0,2,0,3,2,0,10,3,2,2,0,11,0,3,0,0,3,3,2,3,2,12,2,3,0,0,3,0,0,3,0,13,0,2,0,0,0,2,0,3,2,2,3,0,2,2,14,3,0,15,3,3,0,3,0,0,0,2,3,0,0,2,2,2,0,3,3,0,2,3,2,0,3,2,2,0,0,2,2,0,0,0,0,2,2,0,3,0,0,0,2,3,2,0,3,3,16,16,0,3,0,2,2,0,0,0,2,9,17,3,2,2,0,0,3,2,2,2,2,0,2,0,2,0,0,3,0,0,0,18,0,3,19,2,3,2,2,2,2,0,2,20,3,2,2,2,0,0,0,2,3,2,2,2,21,0,2,0,2,3,17,0,0,0,0,0,2,3,9,3,3,3,0,3,0,2,0,0,0,2,0,2,3,3,2,0,2,3,2,2,4,2,3,2,3,0,22,2,2,2,0,3,2,2,3,0,0,3,3,0,2,0,3,0,2,2,2,3,2,0,2,2,2,23,2,0,2,2,0,0,2,3,2,0,0,3,3,0,0,2,2,3,2,3,2,2,2,2,24,0,2,3,25,2,0,2,2,3,2,3,0,2,0,2,2,3,2,2,0,9,3,3,2,2,3,3,0,26,3,2,0,27,2,3,2,2,0,0,2,0,0,2,28,2,2,0,29,2,0,0,2,30,31,0,0,2,0,3,2,32,0,0,0,33,34,2,35,0,2,0,36,37,38,2,26,0,0,3,0,3,3,2,0,3,0,0,39,3,3,0,0,0,2,2,2,2,2,3,0,2,2,2,40,0,0,2,2,2,2,0,0,2,3,0,0,2,2,2,2,2,0,2,0,2,2,2,0,0,2,0,2,3,41,3,0,2,0,3,42,3,3,3,3,2,2,3,3,43,0,44,2,2,3,2,45,2,2,46,2,2,2,47,2,2,2,48,3,0,2,0,49,2,2,2,0,2,0,2,0,0,2,3,0,3,2,50,0,0,3,50,51
514,0,1,0,0,0,0,2,0,2,3,3,2,3,4,0,5,2,2,2,0,0,0,6,0,2,3,2,7,2,3,8,0,2,0,2,2,3,2,3,2,0,2,0,0,2,0,9,0,2,2,0,10,0,2,0,0,0,2,2,2,2,11,2,2,3,0,2,0,3,2,0,12,0,3,0,3,0,2,3,0,3,2,2,0,3,3,13,0,3,14,15,0,0,0,0,3,0,3,2,0,0,2,2,2,3,2,16,3,3,17,2,0,2,2,2,0,0,3,3,0,0,3,0,2,2,3,2,3,0,0,2,0,3,0,0,2,0,0,0,18,0,2,3,0,0,3,2,3,19,2,2,2,0,0,2,2,2,3,3,3,2,0,3,0,3,0,0,0,0,20,3,2,21,2,2,2,2,2,2,0,2,22,2,2,2,2,0,3,0,2,0,3,2,2,23,0,2,0,2,2,2,3,0,0,0,3,3,16,3,0,2,0,0,0,3,3,0,0,0,3,3,2,0,0,2,0,2,0,2,2,0,2,2,2,16,0,24,2,3,2,3,0,2,2,0,3,0,0,16,3,3,0,2,0,2,2,2,0,3,0,2,2,2,25,3,0,3,2,3,3,2,2,2,3,3,2,2,0,26,2,2,2,2,0,3,2,2,2,27,0,2,0,28,2,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,3,2,2,2,2,0,29,0,30,17,3,0,31,3,0,2,3,0,0,3,0,0,2,32,3,3,33,34,2,0,0,2,35,36,3,0,2,0,0,3,37,3,0,3,38,39,2,40,0,2,3,41,42,43,2,3,3,0,2,0,2,16,3,3,0,3,3,18,0,2,0,0,0,2,2,3,2,2,2,3,2,2,3,3,0,3,2,2,3,2,30,3,2,2,0,0,2,2,2,19,3,0,3,0,2,2,2,0,0,3,0,2,2,44,16,3,2,0,0,45,2,2,2,0,3,2,0,2,0,0,46,2,2,0,2,47,2,2,48,2,2,2,49,3,3,2,50,2,0,2,3,51,2,2,2,0,2,0,2,3,0,2,2,3,0,2,33,0,0,2,52,53
515,0,1,0,0,0,0,2,0,2,3,3,2,3,0,0,4,2,2,2,0,0,0,5,0,2,3,2,6,2,3,7,0,2,0,2,2,3,2,3,2,0,2,8,0,2,0,9,2,2,2,0,10,0,2,0,0,0,2,2,2,2,11,2,2,3,0,2,0,0,2,0,12,0,3,0,3,0,2,3,0,3,2,2,0,3,3,13,2,3,14,15,0,0,0,0,3,0,3,2,0,0,3,2,2,3,2,2,3,3,16,2,0,2,2,3,0,0,3,3,0,0,3,0,2,2,3,2,3,0,0,2,2,3,0,2,2,0,17,0,0,0,2,3,0,0,3,2,3,18,2,2,2,0,0,2,2,2,3,3,3,2,0,3,0,3,8,0,0,0,19,3,2,20,2,2,2,2,2,2,0,2,21,2,2,2,2,0,3,0,3,0,3,3,2,22,0,2,0,3,2,2,3,0,0,0,3,3,8,23,0,2,0,0,2,3,3,0,0,0,24,3,2,0,0,2,0,2,0,2,2,0,2,2,2,8,0,25,2,3,3,3,0,2,2,2,3,0,0,2,3,3,0,2,0,3,2,2,0,3,0,2,2,2,26,3,0,3,2,3,3,2,2,3,3,3,2,2,0,10,3,2,2,2,0,3,2,3,2,0,0,2,0,27,2,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,3,2,2,2,2,0,28,0,29,25,3,0,30,3,0,2,3,0,0,3,0,0,3,31,3,3,32,33,2,0,0,2,34,35,3,0,2,0,0,3,36,3,0,0,37,38,3,39,0,2,3,40,41,42,2,3,3,0,2,0,2,2,3,43,0,3,0,0,0,2,0,0,0,2,2,3,3,2,2,44,2,2,3,3,0,43,3,2,3,2,45,3,3,2,0,0,2,2,2,46,3,0,3,0,2,2,2,0,0,3,0,2,2,47,8,3,2,0,0,48,2,2,2,0,3,2,0,2,0,0,49,2,2,0,2,50,2,2,51,2,2,2,16,3,3,2,52,2,0,2,3,3,3,2,2,0,2,0,2,3,0,2,2,3,0,2,53,0,0,2,54,55
516,0,1,0,0,0,0,2,0,2,3,3,2,3,0,0,4,2,2,2,0,0,0,5,0,2,3,3,6,3,3,7,0,2,0,2,2,3,2,3,3,0,2,2,0,2,0,8,2,2,3,0,9,0,2,0,0,0,2,2,2,2,10,3,2,0,0,2,0,0,2,0,11,0,3,0,0,0,3,3,0,3,3,2,0,3,3,12,2,3,13,14,2,0,2,0,3,0,3,2,0,0,3,3,2,3,2,2,3,3,15,2,0,2,2,3,0,0,3,3,0,0,0,0,2,3,3,2,0,0,0,2,2,3,0,2,2,0,16,0,0,0,3,3,0,0,3,3,3,3,2,2,3,0,0,2,3,3,3,3,3,3,0,3,0,11,2,0,0,0,17,0,2,18,2,2,2,2,3,3,0,2,19,2,2,2,2,0,3,0,3,0,3,3,2,13,0,3,0,3,2,3,3,0,0,0,0,3,2,20,2,2,0,0,2,3,3,0,0,0,21,0,2,2,2,2,0,2,0,2,2,0,2,2,3,2,2,22,2,3,3,3,2,3,2,2,3,0,0,2,0,3,0,2,0,3,3,2,0,3,0,3,2,2,23,3,0,3,3,0,0,2,2,3,3,3,2,2,0,24,3,2,2,2,2,3,2,3,3,25,0,3,2,26,3,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,0,2,2,3,3,2,25,0,27,2,3,0,28,3,2,3,3,0,0,3,0,0,3,29,3,3,30,31,3,0,0,3,32,33,0,0,3,0,2,3,34,0,0,0,35,36,3,37,0,3,3,38,39,40,2,3,3,0,2,0,2,2,3,27,0,0,0,0,0,2,0,0,0,3,2,3,3,3,2,41,2,3,3,3,0,18,3,2,3,2,42,0,3,2,0,0,2,2,3,43,3,0,3,0,3,3,2,0,0,3,0,2,2,44,2,3,3,0,0,45,2,2,2,2,3,2,0,2,0,0,46,3,2,0,2,47,2,2,24,2,2,2,15,3,3,3,48,2,0,2,0,3,3,3,2,0,2,0,3,0,0,2,2,3,2,2,49,0,0,2,50,51
517,0,1,0,0,0,0,2,2,3,0,3,3,0,0,0,4,3,2,2,0,0,0,5,0,2,3,3,6,3,0,7,0,2,0,2,3,8,3,8,3,0,2,2,2,3,0,9,2,3,3,0,10,0,2,0,0,0,2,2,2,2,11,3,2,0,0,2,0,0,2,0,12,0,3,0,0,0,3,3,0,3,3,2,0,3,3,13,2,0,14,15,2,0,2,0,0,0,3,2,0,0,3,3,3,3,2,2,3,3,2,3,0,2,3,3,0,0,3,3,0,0,0,0,3,3,0,2,0,0,0,2,2,3,0,2,2,0,16,0,0,0,3,3,0,0,3,3,17,3,2,3,3,0,0,2,3,3,3,3,0,3,0,3,0,12,2,0,0,0,18,0,2,19,2,2,3,2,3,3,0,3,20,2,2,2,3,0,0,0,3,2,3,3,2,3,0,3,0,3,2,3,3,0,0,0,0,3,2,3,2,2,2,0,2,0,3,0,0,0,21,0,3,2,2,2,0,2,2,3,3,0,3,2,3,2,2,2,3,3,3,0,2,2,3,2,0,0,2,2,0,3,0,2,0,3,3,3,0,3,0,3,3,2,22,3,0,3,3,0,0,2,2,3,0,3,2,2,0,23,3,2,2,3,2,3,3,3,3,24,0,3,2,3,3,0,3,3,0,3,2,3,3,3,3,3,2,2,2,0,0,2,2,3,3,2,25,0,26,27,3,28,29,3,2,3,3,0,0,3,0,0,3,30,3,3,0,31,3,0,0,3,32,33,0,0,3,0,2,3,34,0,0,35,36,37,3,38,0,3,3,39,40,41,2,3,0,0,2,0,2,2,3,42,2,0,0,0,2,2,0,0,0,3,2,3,3,3,2,43,3,3,3,17,0,42,3,2,3,2,34,0,3,2,0,0,3,3,3,44,3,0,3,0,3,3,3,0,0,3,0,2,2,45,2,3,3,0,46,47,2,2,2,2,3,3,0,2,0,0,24,3,3,0,3,48,3,2,49,2,2,3,25,3,3,3,50,2,0,3,0,51,3,3,3,0,3,0,3,0,0,3,2,0,2,3,52,0,0,2,53,54
518,0,1,0,0,0,0,2,0,2,3,3,2,3,0,0,4,2,2,2,0,0,0,5,0,2,3,3,6,3,3,7,0,2,0,2,2,3,2,8,3,0,2,2,0,2,0,9,2,2,3,0,10,0,2,0,0,0,2,2,2,2,11,3,2,0,0,2,0,0,2,0,12,0,3,0,0,0,2,3,0,3,2,2,0,3,3,13,2,3,14,15,2,0,2,0,3,0,3,2,0,0,3,3,2,3,2,2,3,3,16,2,0,2,2,3,0,0,3,3,0,0,0,0,2,2,3,2,0,0,0,2,2,3,0,2,2,0,17,0,0,0,2,3,0,0,3,2,3,3,2,2,2,0,0,2,3,3,3,3,3,3,0,3,0,12,2,0,0,0,18,0,2,19,2,2,2,2,3,3,0,2,20,2,2,2,2,0,3,0,3,0,3,3,2,21,0,3,0,3,2,3,3,0,0,0,3,3,2,21,2,2,2,0,2,3,3,0,0,0,22,0,2,2,0,2,0,2,0,2,2,0,2,2,3,16,2,23,2,3,3,3,2,2,2,2,3,0,2,2,0,3,0,2,0,3,3,2,0,3,0,3,2,2,24,3,0,3,2,0,0,2,2,3,3,3,2,2,0,25,3,2,2,2,2,3,2,3,2,26,0,2,2,27,2,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,0,2,2,2,2,2,26,0,28,29,3,30,31,3,2,3,3,0,0,3,0,0,3,32,3,3,0,33,2,0,0,3,34,35,0,0,3,0,2,3,36,3,0,37,38,39,3,40,0,3,3,41,16,42,2,3,3,0,2,0,2,2,3,43,0,0,0,0,0,2,0,0,0,3,2,3,3,3,2,44,2,2,3,3,0,45,3,2,3,2,46,0,3,2,0,0,2,2,3,47,3,0,3,0,2,2,2,0,0,3,0,2,2,48,2,3,3,0,49,50,2,2,2,0,2,2,0,2,0,0,0,2,2,0,2,51,2,2,52,2,2,2,53,3,3,2,54,2,0,2,0,55,3,2,2,0,2,0,2,0,0,2,2,3,2,2,56,0,0,2,57,58
519,0,1,0,0,0,0,2,2,3,3,3,2,0,0,0,4,3,2,2,0,0,0,5,0,2,3,3,6,3,3,7,0,2,0,2,2,8,3,9,3,0,2,2,0,3,0,10,2,2,3,0,11,0,2,0,0,0,2,2,2,2,12,3,2,0,0,2,13,0,2,0,0,0,3,0,0,0,3,3,0,3,3,2,0,3,3,14,2,0,15,16,2,0,2,0,0,0,3,2,0,0,3,3,3,3,2,2,3,3,17,2,0,2,3,3,0,0,3,3,0,0,0,0,3,3,0,2,0,0,0,2,2,3,0,2,2,18,19,0,0,0,3,3,0,0,3,3,8,3,2,3,3,0,0,2,3,3,3,3,3,3,0,3,0,20,2,0,0,0,21,0,2,22,2,2,3,2,3,3,0,3,23,2,2,2,3,0,3,0,3,2,3,3,2,3,0,3,0,3,2,3,3,0,0,0,8,3,2,3,2,2,2,0,2,0,3,0,0,0,24,0,2,2,0,2,0,2,0,3,2,0,3,2,3,2,2,2,3,3,3,0,2,2,2,2,0,0,2,2,0,3,0,2,0,3,3,3,0,3,0,3,3,2,25,3,0,3,3,0,0,2,2,3,0,3,2,2,0,26,3,2,2,2,2,3,3,3,3,0,0,3,2,25,3,0,3,3,0,3,2,3,3,3,3,3,2,2,2,0,0,2,2,3,3,2,27,0,28,29,3,18,30,3,2,3,3,0,0,3,0,0,3,0,3,3,0,20,3,0,0,3,31,32,0,0,3,0,2,3,33,0,0,0,34,35,3,36,0,3,3,37,38,39,2,3,3,0,2,0,2,2,3,40,2,0,0,0,0,2,0,0,0,3,2,3,3,3,2,41,3,3,3,8,0,28,3,2,3,2,0,0,3,2,0,0,3,3,3,42,3,0,3,0,3,3,3,0,0,3,0,2,2,43,3,3,3,0,44,45,2,2,2,0,3,3,0,2,0,0,0,3,3,0,3,46,2,2,47,2,2,3,48,3,3,3,49,2,0,3,0,50,3,3,3,0,2,0,3,0,0,2,2,0,2,3,51,0,0,2,52,53
520,0,1,0,0,0,0,2,0,2,3,3,2,3,3,0,4,2,0,2,0,0,0,5,0,2,3,2,6,2,3,7,0,2,0,2,2,3,2,8,3,0,2,2,0,2,0,9,2,2,2,0,10,0,2,0,0,0,2,2,2,2,11,2,2,0,0,2,12,0,2,0,0,0,3,0,3,0,2,3,0,3,2,2,0,3,3,1,2,3,13,14,2,0,0,0,3,0,3,2,0,0,3,2,2,3,15,2,3,3,15,2,0,2,2,2,0,0,3,2,0,0,0,0,2,2,3,2,0,0,0,2,0,3,0,2,2,16,17,0,0,0,2,3,0,0,3,2,3,18,2,2,2,0,0,2,2,3,3,3,3,2,0,3,0,3,2,0,0,0,19,3,2,20,2,2,2,2,2,2,0,2,21,2,2,2,2,0,3,0,3,0,3,3,2,18,0,3,0,2,2,2,3,0,0,0,3,3,15,22,0,2,0,0,2,3,3,0,0,0,23,3,2,0,0,2,0,2,0,2,2,0,2,2,3,0,0,24,2,3,3,3,0,2,2,2,3,0,2,2,0,3,0,2,0,3,2,2,0,3,0,2,2,2,25,3,0,3,2,0,3,2,2,3,3,3,2,2,0,26,3,2,2,2,0,3,2,2,2,0,0,2,0,22,2,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,27,2,2,2,2,2,28,0,29,30,3,16,31,3,0,2,3,0,0,3,0,0,3,0,3,3,0,32,2,0,0,2,33,34,0,0,2,0,2,3,35,3,0,0,36,3,3,37,0,2,3,38,39,40,2,3,3,0,2,0,2,2,3,41,0,3,0,0,0,2,0,0,0,2,2,3,2,2,2,42,2,2,3,3,0,3,3,2,2,2,0,0,3,2,0,0,2,2,2,43,3,0,3,0,2,2,2,0,0,3,0,2,2,44,2,3,2,0,45,46,2,2,2,0,2,2,0,2,0,0,0,2,2,0,2,47,2,2,48,2,2,2,49,3,3,2,50,2,0,2,3,51,3,2,2,0,2,0,2,3,0,2,2,3,2,2,52,0,0,2,53,54
521,0,1,0,0,0,0,2,0,2,3,2,2,3,3,0,4,2,0,2,0,0,0,5,0,6,3,2,7,2,3,8,0,2,0,2,2,3,2,9,2,0,2,2,0,2,0,10,2,2,2,0,11,0,2,0,0,0,2,2,2,2,12,2,2,3,0,2,13,0,2,0,0,0,2,0,3,0,2,3,0,3,2,2,0,3,3,14,2,3,15,16,0,0,0,0,3,0,3,2,0,0,3,2,2,3,6,2,3,3,17,2,0,2,2,2,0,0,3,2,0,0,3,0,2,2,3,2,0,0,0,2,2,3,0,2,2,1,18,0,0,0,2,3,0,0,3,2,4,2,2,2,2,0,0,2,2,3,3,3,3,2,0,3,0,3,2,0,0,0,19,3,2,20,2,0,2,2,2,2,0,2,21,2,2,2,2,0,3,0,2,0,3,3,6,22,0,3,0,2,2,2,3,0,0,0,3,3,0,23,0,2,0,0,0,3,3,0,0,0,15,3,2,0,0,2,0,2,0,2,2,0,2,0,2,0,6,12,2,3,3,3,0,2,2,2,3,0,0,6,3,3,0,2,0,2,2,2,0,3,0,2,2,2,24,3,0,3,2,0,3,2,2,2,3,25,2,2,0,26,2,2,2,2,0,3,2,2,2,0,0,2,0,3,2,0,2,3,0,2,2,3,3,3,3,3,2,2,2,0,27,2,2,2,2,0,28,0,29,30,3,31,32,3,0,2,3,0,0,3,0,0,2,0,3,3,0,33,2,0,0,2,34,35,3,0,2,0,0,3,36,3,0,0,3,37,3,28,0,2,3,17,38,39,2,3,3,0,2,0,0,2,2,20,0,3,0,0,0,2,0,0,0,2,2,3,2,2,2,40,2,2,3,3,0,41,3,2,0,2,0,3,2,2,0,0,2,2,2,42,3,0,3,0,2,2,2,0,0,3,0,2,2,43,2,44,2,0,45,46,2,2,2,0,2,2,0,2,0,0,0,2,2,0,2,47,2,2,0,2,2,2,48,3,3,2,49,0,0,2,3,50,2,2,2,0,2,0,2,3,0,2,2,3,2,2,51,0,0,2,52,53
